,NOC,Sport,Year,Gold,Silver,Bronze,Total
4110,LAT,Beach Volleyball,2012,0,0,2,2
4111,LAT,Weightlifting,2020,0,0,1,1
4112,LAT,3x3 Basketball,2020,4,0,0,4
4113,LCA,Athletics,2024,1,1,0,2
4114,LIB,Wrestling,1952,0,1,1,2
4115,LIB,Weightlifting,1972,0,1,0,1
4116,LIB,Wrestling,1980,0,0,1,1
4117,LTU,Athletics,1992,1,0,0,1
4118,LTU,Basketball,1992,0,0,12,12
4119,LTU,Basketball,1996,0,0,11,11
4120,LTU,Rowing,2000,0,0,2,2
4121,LTU,Athletics,2000,1,0,0,1
4122,LTU,Shooting,2000,1,0,0,1
4123,LTU,Basketball,2000,0,0,12,12
4124,LTU,Cycling,2000,0,0,1,1
4125,LTU,Athletics,2004,1,1,0,2
4126,LTU,Modern Pentathlon,2004,0,1,0,1
4127,LTU,Sailing,2008,0,1,0,1
4128,LTU,Wrestling,2008,0,0,1,1
4129,LTU,Athletics,2008,0,0,1,1
4130,LTU,Modern Pentathlon,2008,0,1,1,2
4131,LTU,Wrestling,2012,0,0,1,1
4132,LTU,Boxing,2012,0,0,1,1
4133,LTU,Swimming,2012,1,0,0,1
4134,LTU,Canoeing,2012,0,1,0,1
4135,LTU,Modern Pentathlon,2012,1,0,0,1
4136,LTU,Rowing,2016,0,2,2,4
4137,LTU,Weightlifting,2016,0,0,1,1
4138,LTU,Canoeing,2016,0,0,2,2
4139,LTU,Modern Pentathlon,2020,0,1,0,1
4140,LTU,Rowing,2024,0,0,1,1
4141,LTU,Athletics,2024,0,1,0,1
4142,LTU,Breaking,2024,0,1,0,1
4143,LTU,3x3 Basketball,2024,0,0,4,4
4144,LUX,Athletics,1900,1,0,0,1
4145,LUX,Weightlifting,1920,0,1,0,1
4146,LUX,Art Competitions,1924,1,1,0,2
4147,LUX,Art Competitions,1928,1,0,0,1
4148,LUX,Athletics,1952,1,0,0,1
4149,MAR,Athletics,1960,0,1,0,1
4150,MAR,Athletics,1984,2,0,0,2
4151,MAR,Boxing,1988,0,0,1,1
4152,MAR,Athletics,1988,1,0,1,2
4153,MAR,Boxing,1992,0,0,1,1
4154,MAR,Athletics,1992,1,1,0,2
4155,MAR,Athletics,1996,0,0,2,2
4156,MAR,Boxing,2000,0,0,1,1
4157,MAR,Athletics,2000,0,1,3,4
4158,MAR,Athletics,2004,2,1,0,3
4159,MAR,Athletics,2008,0,1,1,2
4160,MAR,Athletics,2012,0,0,1,1
4161,MAR,Boxing,2016,0,0,1,1
4162,MAR,Athletics,2020,1,0,0,1
4163,MAR,Athletics,2024,1,0,0,1
4164,MAR,Football,2024,0,0,19,19
4165,MAS,Badminton,1992,0,0,2,2
4166,MAS,Badminton,1996,0,2,1,3
4167,MAS,Badminton,2008,0,1,0,1
4168,MAS,Diving,2012,0,0,1,1
4169,MAS,Badminton,2012,0,1,0,1
4170,MAS,Cycling,2016,0,0,1,1
4171,MAS,Diving,2016,0,2,0,2
4172,MAS,Badminton,2016,0,5,0,5
4173,MAS,Cycling Track,2020,0,1,0,1
4174,MAS,Badminton,2020,0,0,2,2
4175,MAS,Badminton,2024,0,0,3,3
4176,MDA,Wrestling,1996,0,0,1,1
4177,MDA,Canoeing,1996,0,2,0,2
4178,MDA,Boxing,2000,0,0,1,1
4179,MDA,Shooting,2000,0,1,0,1
4180,MDA,Boxing,2008,0,0,1,1
4181,MDA,Weightlifting,2012,0,0,2,2
4182,MDA,Canoe Sprint,2020,0,0,1,1
4183,MDA,Wrestling,2024,0,1,0,1
4184,MDA,Judo,2024,0,0,2,2
4185,MDA,Canoe Sprint,2024,0,0,1,1
4186,MEX,Polo,1900,0,0,3,3
4187,MEX,Boxing,1932,0,1,0,1
4188,MEX,Shooting,1932,0,1,0,1
4189,MEX,Boxing,1936,0,0,1,1
4190,MEX,Polo,1936,0,0,4,4
4191,MEX,Basketball,1936,0,0,11,11
4192,MEX,Equestrianism,1948,4,1,3,8
4193,MEX,Diving,1948,0,0,1,1
4194,MEX,Diving,1952,0,1,0,1
4195,MEX,Diving,1956,1,0,1,2
4196,MEX,Diving,1960,0,0,1,1
4197,MEX,Boxing,1964,0,0,1,1
4198,MEX,Boxing,1968,2,0,2,4
4199,MEX,Athletics,1968,0,1,0,1
4200,MEX,Swimming,1968,1,0,1,2
4201,MEX,Fencing,1968,0,1,0,1
4202,MEX,Diving,1968,0,1,0,1
4203,MEX,Boxing,1972,0,1,0,1
4204,MEX,Boxing,1976,0,0,1,1
4205,MEX,Athletics,1976,1,0,0,1
4206,MEX,Equestrianism,1980,0,0,9,9
4207,MEX,Diving,1980,0,1,0,1
4208,MEX,Wrestling,1984,0,1,0,1
4209,MEX,Boxing,1984,0,1,0,1
4210,MEX,Athletics,1984,2,1,0,3
4211,MEX,Cycling,1984,0,0,1,1
4212,MEX,Boxing,1988,0,0,1,1
4213,MEX,Diving,1988,0,0,1,1
4214,MEX,Athletics,1992,0,1,0,1
4215,MEX,Athletics,1996,0,0,1,1
4216,MEX,Taekwondo,2000,0,0,1,1
4217,MEX,Weightlifting,2000,1,0,0,1
4218,MEX,Boxing,2000,0,0,1,1
4219,MEX,Athletics,2000,0,1,1,2
4220,MEX,Diving,2000,0,1,0,1
4221,MEX,Taekwondo,2004,0,1,1,2
4222,MEX,Athletics,2004,0,1,0,1
4223,MEX,Cycling,2004,0,1,0,1
4224,MEX,Taekwondo,2008,2,0,0,2
4225,MEX,Diving,2008,0,0,2,2
4226,MEX,Taekwondo,2012,0,0,1,1
4227,MEX,Football,2012,16,0,0,16
4228,MEX,Diving,2012,0,4,1,5
4229,MEX,Archery,2012,0,1,1,2
4230,MEX,Taekwondo,2016,0,1,0,1
4231,MEX,Boxing,2016,0,0,1,1
4232,MEX,Athletics,2016,0,1,0,1
4233,MEX,Diving,2016,0,1,0,1
4234,MEX,Modern Pentathlon,2016,0,0,1,1
4235,MEX,Weightlifting,2020,0,0,1,1
4236,MEX,Football,2020,0,0,22,22
4237,MEX,Diving,2020,0,0,2,2
4238,MEX,Archery,2020,0,0,2,2
4239,MEX,Boxing,2024,0,1,0,1
4240,MEX,Judo,2024,0,1,0,1
4241,MEX,Diving,2024,0,2,1,3
4242,MEX,Archery,2024,0,0,3,3
4243,MGL,Wrestling,1968,0,1,3,4
4244,MGL,Wrestling,1972,0,1,0,1
4245,MGL,Wrestling,1976,0,1,0,1
4246,MGL,Wrestling,1980,0,1,1,2
4247,MGL,Judo,1980,0,1,1,2
4248,MGL,Boxing,1988,0,0,1,1
4249,MGL,Boxing,1992,0,0,1,1
4250,MGL,Shooting,1992,0,0,1,1
4251,MGL,Judo,1996,0,0,1,1
4252,MGL,Judo,2004,0,0,1,1
4253,MGL,Boxing,2008,1,1,0,2
4254,MGL,Judo,2008,1,0,0,1
4255,MGL,Shooting,2008,0,1,0,1
4256,MGL,Wrestling,2012,0,0,1,1
4257,MGL,Boxing,2012,0,1,1,2
4258,MGL,Judo,2012,0,1,1,2
4259,MGL,Boxing,2016,0,0,1,1
4260,MGL,Judo,2016,0,1,0,1
4261,MGL,Wrestling,2020,0,0,1,1
4262,MGL,Judo,2020,0,1,2,3
4263,MGL,Judo,2024,0,1,0,1
4264,MKD,Wrestling,2000,0,0,1,1
4265,MKD,Taekwondo,2020,0,1,0,1
4266,MNE,Handball,2012,0,14,0,14
4267,MON,Art Competitions,1924,0,0,1,1
4268,MOZ,Athletics,1996,0,0,1,1
4269,MOZ,Athletics,2000,1,0,0,1
4270,MRI,Boxing,2008,0,0,1,1
4271,NAM,Athletics,1992,0,2,0,2
4272,NAM,Athletics,1996,0,2,0,2
4273,NAM,Athletics,2020,0,1,0,1
4274,NED,Sailing,1900,0,3,0,3
4275,NED,Rowing,1900,3,5,9,17
4276,NED,Swimming,1900,0,0,1,1
4277,NED,Football,1900,0,0,1,1
4278,NED,Shooting,1900,0,0,5,5
4279,NED,Fencing,1906,0,1,5,6
4280,NED,Rowing,1908,0,0,4,4
4281,NED,Football,1908,0,0,12,12
4282,NED,Fencing,1912,0,0,11,11
4283,NED,Football,1912,0,0,15,15
4284,NED,Sailing,1920,6,2,0,8
4285,NED,Fencing,1920,0,0,8,8
4286,NED,Football,1920,0,0,14,14
4287,NED,Cycling,1920,1,0,3,4
4288,NED,Archery,1920,8,0,0,8
4289,NED,Tug-Of-War,1920,0,8,0,8
4290,NED,Sailing,1924,0,0,3,3
4291,NED,Rowing,1924,2,0,0,2
4292,NED,Tennis,1924,0,0,2,2
4293,NED,Athletics,1924,0,0,4,4
4294,NED,Fencing,1924,0,0,6,6
4295,NED,Equestrianism,1924,5,0,0,5
4296,NED,Cycling,1924,1,1,2,4
4297,NED,Art Competitions,1924,0,0,1,1
4298,NED,Sailing,1928,0,6,0,6
4299,NED,Weightlifting,1928,0,0,2,2
4300,NED,Boxing,1928,1,0,1,2
4301,NED,Athletics,1928,0,1,0,1
4302,NED,Swimming,1928,1,2,0,3
4303,NED,Equestrianism,1928,4,1,3,8
4304,NED,Hockey,1928,0,11,0,11
4305,NED,Cycling,1928,2,7,0,9
4306,NED,Gymnastics,1928,10,0,0,10
4307,NED,Art Competitions,1928,2,1,2,5
4308,NED,Sailing,1932,0,1,0,1
4309,NED,Swimming,1932,0,5,0,5
4310,NED,Equestrianism,1932,1,3,0,4
4311,NED,Cycling,1932,1,1,0,2
4312,NED,Art Competitions,1932,0,0,1,1
4313,NED,Sailing,1936,1,0,2,3
4314,NED,Athletics,1936,0,0,2,2
4315,NED,Swimming,1936,7,1,0,8
4316,NED,Equestrianism,1936,0,3,0,3
4317,NED,Hockey,1936,0,0,12,12
4318,NED,Cycling,1936,1,3,0,4
4319,NED,Canoeing,1936,0,0,5,5
4320,NED,Sailing,1948,0,0,3,3
4321,NED,Weightlifting,1948,0,0,1,1
4322,NED,Athletics,1948,7,0,2,9
4323,NED,Swimming,1948,1,0,5,6
4324,NED,Hockey,1948,0,0,12,12
4325,NED,Cycling,1948,0,1,0,1
4326,NED,Canoeing,1948,0,1,0,1
4327,NED,Water Polo,1948,0,0,9,9
4328,NED,Athletics,1952,0,1,0,1
4329,NED,Swimming,1952,0,6,0,6
4330,NED,Hockey,1952,0,11,0,11
4331,NED,Swimming,1960,0,1,2,3
4332,NED,Rowing,1964,0,2,8,10
4333,NED,Judo,1964,1,0,0,1
4334,NED,Swimming,1964,0,6,4,10
4335,NED,Cycling,1964,4,0,4,8
4336,NED,Canoeing,1964,0,2,0,2
4337,NED,Rowing,1968,1,5,0,6
4338,NED,Athletics,1968,0,0,1,1
4339,NED,Swimming,1968,1,0,0,1
4340,NED,Cycling,1968,4,2,0,6
4341,NED,Rowing,1972,0,0,2,2
4342,NED,Judo,1972,2,0,0,2
4343,NED,Cycling,1972,1,0,0,1
4344,NED,Canoeing,1972,0,1,0,1
4345,NED,Swimming,1976,0,0,2,2
4346,NED,Shooting,1976,0,1,0,1
4347,NED,Cycling,1976,0,1,0,1
4348,NED,Water Polo,1976,0,0,10,10
4349,NED,Athletics,1980,0,1,0,1
4350,NED,Judo,1980,0,0,1,1
4351,NED,Swimming,1980,0,0,4,4
4352,NED,Sailing,1984,1,0,0,1
4353,NED,Rowing,1984,0,2,9,11
4354,NED,Boxing,1984,0,0,1,1
4355,NED,Athletics,1984,1,0,0,1
4356,NED,Swimming,1984,2,5,3,10
4357,NED,Hockey,1984,16,0,0,16
4358,NED,Canoeing,1984,0,0,1,1
4359,NED,Rowing,1988,2,0,0,2
4360,NED,Boxing,1988,0,0,1,1
4361,NED,Judo,1988,0,0,1,1
4362,NED,Swimming,1988,0,5,0,5
4363,NED,Hockey,1988,0,0,32,32
4364,NED,Cycling,1988,1,1,0,2
4365,NED,Canoeing,1988,0,0,2,2
4366,NED,Sailing,1992,0,0,1,1
4367,NED,Rowing,1992,0,0,2,2
4368,NED,Boxing,1992,0,1,1,2
4369,NED,Athletics,1992,1,0,0,1
4370,NED,Judo,1992,0,0,2,2
4371,NED,Equestrianism,1992,4,5,0,9
4372,NED,Volleyball,1992,0,12,0,12
4373,NED,Cycling,1992,0,2,2,4
4374,NED,Sailing,1996,0,1,1,2
4375,NED,Rowing,1996,9,2,2,13
4376,NED,Judo,1996,0,0,3,3
4377,NED,Swimming,1996,0,0,2,2
4378,NED,Equestrianism,1996,0,5,1,6
4379,NED,Volleyball,1996,12,0,0,12
4380,NED,Hockey,1996,16,0,16,32
4381,NED,Cycling,1996,1,1,1,3
4382,NED,Sailing,2000,0,1,0,1
4383,NED,Rowing,2000,0,15,0,15
4384,NED,Tennis,2000,0,2,0,2
4385,NED,Judo,2000,1,0,0,1
4386,NED,Swimming,2000,5,5,6,16
4387,NED,Equestrianism,2000,2,5,0,7
4388,NED,Hockey,2000,16,0,16,32
4389,NED,Cycling,2000,3,1,0,4
4390,NED,Archery,2000,0,0,1,1
4391,NED,Rowing,2004,0,9,11,20
4392,NED,Judo,2004,0,1,3,4
4393,NED,Swimming,2004,2,7,6,15
4394,NED,Equestrianism,2004,1,0,0,1
4395,NED,Hockey,2004,0,32,0,32
4396,NED,Cycling,2004,1,1,2,4
4397,NED,Badminton,2004,0,1,0,1
4398,NED,Sailing,2008,0,5,0,5
4399,NED,Rowing,2008,2,9,0,11
4400,NED,Judo,2008,0,1,4,5
4401,NED,Swimming,2008,7,0,0,7
4402,NED,Equestrianism,2008,1,3,0,4
4403,NED,Hockey,2008,16,0,0,16
4404,NED,Cycling,2008,1,0,0,1
4405,NED,Water Polo,2008,12,0,0,12
4406,NED,Sailing,2012,1,1,2,4
4407,NED,Rowing,2012,0,0,9,9
4408,NED,Judo,2012,0,0,2,2
4409,NED,Swimming,2012,2,5,1,8
4410,NED,Equestrianism,2012,0,6,3,9
4411,NED,Hockey,2012,16,17,0,33
4412,NED,Cycling,2012,1,0,2,3
4413,NED,Gymnastics,2012,1,0,0,1
4414,NED,Sailing,2016,2,0,0,2
4415,NED,Rowing,2016,2,4,9,15
4416,NED,Boxing,2016,0,1,0,1
4417,NED,Athletics,2016,0,1,0,1
4418,NED,Judo,2016,0,0,1,1
4419,NED,Swimming,2016,2,0,0,2
4420,NED,Hockey,2016,0,16,0,16
4421,NED,Cycling,2016,2,3,1,6
4422,NED,Beach Volleyball,2016,0,0,2,2
4423,NED,Gymnastics,2016,1,0,0,1
4424,NED,Sailing,2020,1,0,3,4
4425,NED,Rowing,2020,4,6,4,14
4426,NED,Boxing,2020,0,0,1,1
4427,NED,Athletics,2020,2,8,3,13
4428,NED,Judo,2020,0,0,1,1
4429,NED,Swimming,2020,0,2,0,2
4430,NED,Hockey,2020,18,0,0,18
4431,NED,Archery,2020,0,2,0,2
4432,NED,Cycling Road,2020,1,2,1,4
4433,NED,Cycling Track,2020,6,1,2,9
4434,NED,Equestrian,2020,0,0,1,1
4435,NED,Marathon Swimming,2020,0,1,0,1
4436,NED,Cycling BMX Racing,2020,1,0,1,2
4437,NED,Sailing,2024,3,0,2,5
4438,NED,Rowing,2024,11,15,1,27
4439,NED,Athletics,2024,7,7,3,17
4440,NED,Swimming,2024,0,0,2,2
4441,NED,Hockey,2024,35,0,0,35
4442,NED,Water Polo,2024,0,0,13,13
4443,NED,Cycling Road,2024,0,1,0,1
4444,NED,Cycling Track,2024,6,1,2,9
4445,NED,Equestrian,2024,0,0,1,1
4446,NED,Marathon Swimming,2024,1,0,0,1
4447,NED,Cycling BMX Racing,2024,0,1,0,1
4448,NED,3x3 Basketball,2024,4,0,0,4
4449,NED,Artistic Swimming,2024,0,0,2,2
4450,NGR,Boxing,1964,0,0,1,1
4451,NGR,Boxing,1972,0,0,1,1
4452,NGR,Boxing,1984,0,1,0,1
4453,NGR,Athletics,1984,0,0,4,4
4454,NGR,Boxing,1992,0,2,0,2
4455,NGR,Athletics,1992,0,5,4,9
4456,NGR,Boxing,1996,0,0,1,1
4457,NGR,Athletics,1996,1,4,2,7
4458,NGR,Football,1996,16,0,0,16
4459,NGR,Weightlifting,2000,0,1,0,1
4460,NGR,Athletics,2000,6,1,0,7
4461,NGR,Athletics,2004,0,0,8,8
4462,NGR,Taekwondo,2008,0,0,1,1
4463,NGR,Athletics,2008,0,0,6,6
4464,NGR,Football,2008,0,16,0,16
4465,NGR,Football,2016,0,0,18,18
4466,NGR,Wrestling,2020,0,1,0,1
4467,NGR,Athletics,2020,0,0,1,1
4468,NIG,Boxing,1972,0,0,1,1
4469,NIG,Taekwondo,2016,0,1,0,1
4470,NOR,Athletics,1900,0,0,1,1
4471,NOR,Shooting,1900,0,6,2,8
4472,NOR,Wrestling,1904,2,0,0,2
4473,NOR,Shooting,1906,0,5,0,5
4474,NOR,Gymnastics,1906,20,0,0,20
4475,NOR,Wrestling,1908,0,1,0,1
4476,NOR,Athletics,1908,0,1,2,3
4477,NOR,Shooting,1908,7,0,1,8
4478,NOR,Gymnastics,1908,0,30,0,30
4479,NOR,Sailing,1912,15,0,0,15
4480,NOR,Rowing,1912,0,0,10,10
4481,NOR,Tennis,1912,0,0,1,1
4482,NOR,Athletics,1912,1,0,0,1
4483,NOR,Shooting,1912,0,6,1,7
4484,NOR,Gymnastics,1912,24,0,22,46
4485,NOR,Sailing,1920,44,12,3,59
4486,NOR,Rowing,1920,0,0,14,14
4487,NOR,Wrestling,1920,0,0,1,1
4488,NOR,Boxing,1920,0,1,0,1
4489,NOR,Athletics,1920,1,0,0,1
4490,NOR,Shooting,1920,13,10,8,31
4491,NOR,Gymnastics,1920,0,25,0,25
4492,NOR,Art Competitions,1920,0,1,0,1
4493,NOR,Figure Skating,1920,0,3,1,4
4494,NOR,Sailing,1924,8,1,0,9
4495,NOR,Boxing,1924,1,0,1,2
4496,NOR,Athletics,1924,0,0,1,1
4497,NOR,Shooting,1924,5,4,1,10
4498,NOR,Sailing,1928,4,1,0,5
4499,NOR,Athletics,1928,0,0,1,1
4500,NOR,Equestrianism,1928,0,3,0,3
4501,NOR,Sailing,1936,0,11,0,11
4502,NOR,Boxing,1936,0,1,1,2
4503,NOR,Football,1936,0,0,14,14
4504,NOR,Shooting,1936,1,0,0,1
4505,NOR,Sailing,1948,3,0,0,3
4506,NOR,Rowing,1948,0,0,9,9
4507,NOR,Wrestling,1948,0,1,0,1
4508,NOR,Athletics,1948,0,1,0,1
4509,NOR,Shooting,1948,0,0,1,1
4510,NOR,Canoeing,1948,0,2,1,3
4511,NOR,Sailing,1952,3,8,0,11
4512,NOR,Shooting,1952,2,0,0,2
4513,NOR,Athletics,1956,1,0,2,3
4514,NOR,Sailing,1960,2,0,0,2
4515,NOR,Sailing,1968,0,2,0,2
4516,NOR,Canoeing,1968,4,0,0,4
4517,NOR,Rowing,1972,0,2,0,2
4518,NOR,Weightlifting,1972,1,0,0,1
4519,NOR,Cycling,1972,1,0,0,1
4520,NOR,Canoeing,1972,0,0,4,4
4521,NOR,Rowing,1976,2,4,0,6
4522,NOR,Rowing,1984,0,0,2,2
4523,NOR,Athletics,1984,0,1,0,1
4524,NOR,Cycling,1984,0,0,1,1
4525,NOR,Sailing,1988,0,2,0,2
4526,NOR,Rowing,1988,0,4,0,4
4527,NOR,Wrestling,1988,1,0,0,1
4528,NOR,Shooting,1988,1,0,0,1
4529,NOR,Handball,1988,0,14,0,14
4530,NOR,Sailing,1992,1,0,0,1
4531,NOR,Rowing,1992,0,4,0,4
4532,NOR,Wrestling,1992,1,0,0,1
4533,NOR,Shooting,1992,0,1,0,1
4534,NOR,Canoeing,1992,0,1,1,2
4535,NOR,Handball,1992,0,14,0,14
4536,NOR,Sailing,1996,0,0,1,1
4537,NOR,Rowing,1996,0,2,0,2
4538,NOR,Athletics,1996,1,0,1,2
4539,NOR,Football,1996,0,0,16,16
4540,NOR,Canoeing,1996,1,1,0,2
4541,NOR,Taekwondo,2000,0,1,0,1
4542,NOR,Sailing,2000,0,0,3,3
4543,NOR,Rowing,2000,0,2,0,2
4544,NOR,Athletics,2000,1,1,0,2
4545,NOR,Football,2000,17,0,0,17
4546,NOR,Shooting,2000,0,0,1,1
4547,NOR,Canoeing,2000,2,0,0,2
4548,NOR,Handball,2000,0,0,15,15
4549,NOR,Sailing,2004,1,0,0,1
4550,NOR,Rowing,2004,1,0,0,1
4551,NOR,Athletics,2004,1,0,0,1
4552,NOR,Cycling,2004,1,0,0,1
4553,NOR,Canoeing,2004,1,0,2,3
4554,NOR,Taekwondo,2008,0,1,0,1
4555,NOR,Rowing,2008,1,0,0,1
4556,NOR,Athletics,2008,1,1,0,2
4557,NOR,Swimming,2008,0,1,1,2
4558,NOR,Shooting,2008,0,1,0,1
4559,NOR,Canoeing,2008,0,1,0,1
4560,NOR,Handball,2008,14,0,0,14
4561,NOR,Fencing,2012,0,1,0,1
4562,NOR,Cycling,2012,0,0,1,1
4563,NOR,Canoeing,2012,1,0,0,1
4564,NOR,Handball,2012,14,0,0,14
4565,NOR,Rowing,2016,0,0,4,4
4566,NOR,Wrestling,2016,0,0,1,1
4567,NOR,Handball,2016,0,0,14,14
4568,NOR,Sailing,2020,0,0,1,1
4569,NOR,Rowing,2020,0,1,0,1
4570,NOR,Athletics,2020,2,1,0,3
4571,NOR,Beach Volleyball,2020,2,0,0,2
4572,NOR,Triathlon,2020,1,0,0,1
4573,NOR,Handball,2020,0,0,15,15
4574,NOR,Sailing,2024,0,0,1,1
4575,NOR,Weightlifting,2024,1,0,0,1
4576,NOR,Wrestling,2024,0,0,1,1
4577,NOR,Athletics,2024,2,1,0,3
4578,NOR,Beach Volleyball,2024,0,0,2,2
4579,NOR,Handball,2024,15,0,0,15
4580,NZL,Water Polo,1900,1,0,0,1
4581,NZL,Rowing,1920,0,0,1,1
4582,NZL,Athletics,1924,0,0,1,1
4583,NZL,Boxing,1928,1,0,0,1
4584,NZL,Rowing,1932,0,2,0,2
4585,NZL,Athletics,1936,1,0,0,1
4586,NZL,Athletics,1952,1,0,1,2
4587,NZL,Swimming,1952,0,0,1,1
4588,NZL,Sailing,1956,2,0,0,2
4589,NZL,Athletics,1956,1,0,0,1
4590,NZL,Athletics,1960,2,0,1,3
4591,NZL,Sailing,1964,2,0,0,2
4592,NZL,Athletics,1964,2,0,2,4
4593,NZL,Rowing,1968,5,0,0,5
4594,NZL,Athletics,1968,0,0,1,1
4595,NZL,Shooting,1968,0,0,1,1
4596,NZL,Rowing,1972,9,4,0,13
4597,NZL,Athletics,1972,0,0,1,1
4598,NZL,Rowing,1976,0,0,9,9
4599,NZL,Athletics,1976,1,1,0,2
4600,NZL,Hockey,1976,14,0,0,14
4601,NZL,Sailing,1984,3,0,1,4
4602,NZL,Rowing,1984,4,0,5,9
4603,NZL,Boxing,1984,0,1,0,1
4604,NZL,Equestrianism,1984,1,0,0,1
4605,NZL,Canoeing,1984,8,0,0,8
4606,NZL,Sailing,1988,1,2,1,4
4607,NZL,Rowing,1988,0,0,8,8
4608,NZL,Swimming,1988,0,0,2,2
4609,NZL,Equestrianism,1988,1,0,4,5
4610,NZL,Canoeing,1988,2,2,1,5
4611,NZL,Sailing,1992,1,4,1,6
4612,NZL,Boxing,1992,0,0,1,1
4613,NZL,Athletics,1992,0,0,1,1
4614,NZL,Swimming,1992,0,1,0,1
4615,NZL,Equestrianism,1992,0,4,1,5
4616,NZL,Cycling,1992,0,0,1,1
4617,NZL,Sailing,1996,0,1,0,1
4618,NZL,Swimming,1996,2,0,0,2
4619,NZL,Equestrianism,1996,1,1,4,6
4620,NZL,Sailing,2000,0,0,2,2
4621,NZL,Rowing,2000,1,0,0,1
4622,NZL,Equestrianism,2000,0,0,1,1
4623,NZL,Rowing,2004,2,0,0,2
4624,NZL,Cycling,2004,1,0,0,1
4625,NZL,Canoeing,2004,0,1,0,1
4626,NZL,Triathlon,2004,1,1,0,2
4627,NZL,Sailing,2008,1,0,0,1
4628,NZL,Rowing,2008,2,0,3,5
4629,NZL,Athletics,2008,1,1,0,2
4630,NZL,Cycling,2008,0,1,5,6
4631,NZL,Triathlon,2008,0,0,1,1
4632,NZL,Sailing,2012,2,2,0,4
4633,NZL,Rowing,2012,5,0,4,9
4634,NZL,Athletics,2012,1,0,0,1
4635,NZL,Equestrianism,2012,0,0,5,5
4636,NZL,Cycling,2012,0,1,6,7
4637,NZL,Canoeing,2012,1,0,0,1
4638,NZL,Sailing,2016,2,4,1,7
4639,NZL,Rowing,2016,3,2,0,5
4640,NZL,Athletics,2016,0,1,3,4
4641,NZL,Shooting,2016,0,1,0,1
4642,NZL,Cycling,2016,0,3,0,3
4643,NZL,Rugby Sevens,2016,0,12,0,12
4644,NZL,Canoeing,2016,1,1,1,3
4645,NZL,Golf,2016,0,1,0,1
4646,NZL,Sailing,2020,0,2,0,2
4647,NZL,Rowing,2020,12,11,0,23
4648,NZL,Tennis,2020,0,0,2,2
4649,NZL,Trampoline Gymnastics,2020,0,0,1,1
4650,NZL,Boxing,2020,0,0,1,1
4651,NZL,Athletics,2020,0,0,2,2
4652,NZL,Rugby Sevens,2020,13,13,0,26
4653,NZL,Triathlon,2020,0,0,1,1
4654,NZL,Canoe Sprint,2020,4,0,0,4
4655,NZL,Cycling Track,2020,0,2,0,2
4656,NZL,Golf,2020,0,0,1,1
4657,NZL,Sailing,2024,0,2,2,4
4658,NZL,Rowing,2024,2,5,4,11
4659,NZL,Athletics,2024,1,1,0,2
4660,NZL,Rugby Sevens,2024,12,0,0,12
4661,NZL,Triathlon,2024,0,1,0,1
4662,NZL,Canoe Slalom,2024,1,0,0,1
4663,NZL,Canoe Sprint,2024,7,0,0,7
4664,NZL,Cycling Track,2024,2,9,1,12
4665,NZL,Golf,2024,1,0,0,1
4666,PAK,Hockey,1956,0,14,0,14
4667,PAK,Wrestling,1960,0,0,1,1
4668,PAK,Hockey,1960,13,0,0,13
4669,PAK,Hockey,1964,0,16,0,16
4670,PAK,Hockey,1968,13,0,0,13
4671,PAK,Hockey,1972,0,15,0,15
4672,PAK,Hockey,1976,0,0,16,16
4673,PAK,Hockey,1984,16,0,0,16
4674,PAK,Boxing,1988,0,0,1,1
4675,PAK,Hockey,1992,0,0,16,16
4676,PAK,Athletics,2024,1,0,0,1
4677,PAN,Athletics,1948,0,0,2,2
4678,PAN,Athletics,2008,1,0,0,1
4679,PAN,Boxing,2024,0,1,0,1
4680,PAR,Football,2004,0,17,0,17
4681,PER,Shooting,1948,1,0,0,1
4682,PER,Shooting,1984,0,1,0,1
4683,PER,Volleyball,1988,0,12,0,12
4684,PER,Shooting,1992,0,1,0,1
4685,PER,Sailing,2024,0,0,1,1
4686,PHI,Swimming,1928,0,0,1,1
4687,PHI,Boxing,1932,0,0,1,1
4688,PHI,Athletics,1932,0,0,1,1
4689,PHI,Swimming,1932,0,0,1,1
4690,PHI,Athletics,1936,0,0,1,1
4691,PHI,Boxing,1964,0,1,0,1
4692,PHI,Boxing,1988,0,0,1,1
4693,PHI,Boxing,1992,0,0,1,1
4694,PHI,Boxing,1996,0,1,0,1
4695,PHI,Weightlifting,2016,0,1,0,1
4696,PHI,Weightlifting,2020,1,0,0,1
4697,PHI,Boxing,2020,0,2,1,3
4698,PHI,Boxing,2024,0,0,2,2
4699,PHI,Artistic Gymnastics,2024,2,0,0,2
4700,POL,Equestrianism,1924,0,0,1,1
4701,POL,Cycling,1924,0,4,0,4
4702,POL,Rowing,1928,0,0,5,5
4703,POL,Athletics,1928,1,0,0,1
4704,POL,Fencing,1928,0,0,6,6
4705,POL,Equestrianism,1928,0,3,3,6
4706,POL,Art Competitions,1928,1,0,1,2
4707,POL,Rowing,1932,0,3,7,10
4708,POL,Athletics,1932,2,0,1,3
4709,POL,Fencing,1932,0,0,6,6
4710,POL,Art Competitions,1932,1,1,0,2
4711,POL,Rowing,1936,0,0,2,2
4712,POL,Athletics,1936,0,2,1,3
4713,POL,Shooting,1936,0,0,1,1
4714,POL,Equestrianism,1936,0,3,0,3
